Code,,ParentCode,MainGroup,SubGroup
797.044,Alarm/safety system components,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.045,Remote reading instrument transmitters,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.046,Indicators,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.050,Cooling water system instruments,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.051,Regulators,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.052,Motor control automation,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.054,Alarm/safety system components,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.055,Remote reading instrument transmitters,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.056,Indicators,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.060,Feed water/condensate system instruments,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.061,Regulators,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.062,Motor control automation,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.064,Alarm/safety system components,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.065,Remote reading instrument transmitters,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.066,Indicators,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.070,Steam system instruments,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.071,Regulators,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.072,Motor control automation,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.074,Alarm/safety system components,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.075,Remote reading instrument transmitters,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,AUTOMATION SYSTEMS FOR MACHINERY
797.076,Indicators,79,SYSTEMS FOR MACHINERY MAIN COMPONENTS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
798,CABLES/LEADS & PIPING FOR AUTOMATION SYSTEMS FOR MACHINERY,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801,"BALLAST SYSTEMS, SOLID BALLAST",80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.001,Clean ballast pumps,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.003,Dirty ballast pumps,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.005,Ballast ejectors,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.007,Bilge/ballast pumps,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.010,Ballast self suction ejectors,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.015,Ballast water filters,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.018,Ballast water separators,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.020,Ballast sludge pumps,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.022,Ballast sludge ejectors,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.024,Ballast sludge tanks,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.045,Separate hydr. oil systems,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.047,Hydr. oil pumps w/drive unit,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.049,Hydr. oil preheaters,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.051,Hydr. oil coolers,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.053,Hydr. oil filters,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.055,Hydr. oil expansion tanks,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.057,Hydr. oil storage tanks,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
801.060,Solid ballast,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
802,HEATING COILS IN BALLAST TANKS,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
802.001,Heating coils,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803,BILGE SYSTEMS,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.001,Bilge pumps,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.005,Bilge ejectors,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.007,Bilge wells,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.009,Changeover wells,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.010,Emergency bilge pumps,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.012,Bilge Self suction ejectors,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.020,Bilge water filters,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.025,Bilge water separators,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.027,Bilge sludge pumps,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.029,Bilge sludge ejectors,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
803.031,Bilge sludge tanks,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
804,GUTTER PIPES OUTSIDE ACCOMMODATION,80,SHIP COMMON SYSTEMS,"BALLAST & BILGE SYSTEMS, GUTTER PIPES OUTSIDE ACCOMMOD."
804.001,Gutter pipe drain tanks,80,SHIP COMMON SYSTEMS,"FIRE & LIFEBOAT ALARM, FIRE FIGHTING & WASH DOWN SYSTEMS"
804.005,Gutter pipe filters,81,SHIP COMMON SYSTEMS,"FIRE & LIFEBOAT ALARM, FIRE FIGHTING & WASH DOWN SYSTEMS"
